"i","j","D_ij","civ_i","civ_j","civ_ij","comciv"
"AO","MY",-2.624512,"afric","islam",NA,0
"AO","MZ",-11.24013,"afric","afric","afric",1
"AO","NC",-4.124219,"afric",NA,NA,0
"AO","NG",-2.459999,"afric","afric","afric",1
"AO","NI",-3.78752,"afric","latam",NA,0
"AO","NL",-11.24013,"afric","wstrn",NA,0
"AO","NO",0.2712647,"afric","wstrn",NA,0
"AO","NP",-3.090404,"afric","hindu",NA,0
"AO","NZ",-11.24013,"afric","wstrn",NA,0
"AO","OM",-11.24013,"afric","islam",NA,0
"AO","PA",-4.470816,"afric","latam",NA,0
"AO","PE",-11.24013,"afric","latam",NA,0
"AO","PF",-2.62204,"afric",NA,NA,0
"AO","PG",-0.8419081,"afric","wstrn",NA,0
"AO","PH",-11.24013,"afric","wstrn",NA,0
"AO","PK",-3.890774,"afric","islam",NA,0
"AO","PL",-11.24013,"afric","wstrn",NA,0
"AO","PT",-7.03616,"afric","wstrn",NA,0
"AO","PY",-11.24013,"afric","latam",NA,0
"AO","QA",-11.24013,"afric","islam",NA,0
"AO","RU",-3.828559,"afric","ortho",NA,0
"AO","SA",-4.381715,"afric","islam",NA,0
"AO","SD",-5.539663,"afric","islam",NA,0
"AO","SE",-11.24013,"afric","wstrn",NA,0
"AO","SG",0.8256773,"afric","buddh",NA,0
"AO","SI",-4.250363,"afric","wstrn",NA,0
"AO","SK",-11.24013,"afric","wstrn",NA,0
"AO","SN",-1.825983,"afric","islam",NA,0
"AO","SR",-5.161439,"afric",NA,NA,1
"AO","SV",-4.523643,"afric","latam",NA,0
"AO","TH",-11.24013,"afric","buddh",NA,0
"AO","TN",-11.24013,"afric","islam",NA,0
"AO","TR",-1.74004,"afric","islam",NA,0
"AO","TT",-11.24013,"afric","wstrn",NA,0
"AO","TZ",-1.977319,"afric","afric","afric",1
"AO","UA",-0.9862753,"afric","ortho",NA,0
"AO","UG",0.1375717,"afric","afric","afric",1
"AO","US",-2.819085,"afric","wstrn",NA,0
"AO","UY",-5.131343,"afric","latam",NA,0
"AO","UZ",-2.171933,"afric","islam",NA,0
"AO","VC",-4.009908,"afric","latam",NA,0
"AO","VE",-2.539851,"afric","latam",NA,0
"AO","VI",-11.24013,"afric",NA,NA,0
"AO","VN",-2.481537,"afric","sinic",NA,0
"AO","YE",-3.631669,"afric","islam",NA,0
"AO","ZA",-3.711086,"afric","afric","afric",1
"AO","ZM",-11.24013,"afric","afric","afric",1
"AO","ZW",-3.65582,"afric","afric","afric",1
"AR","AS",-1.788802,"latam",NA,NA,0
"AR","AT",-11.5436851375,"latam","wstrn",NA,0
"AR","AU",-2.9429638695,"latam","wstrn",NA,0
"AR","AW",-11.24013,"latam",NA,NA,0
"AR","AZ",2.057082,"latam","islam",NA,0
"AR","BA",-3.695195,"latam","ortho",NA,0
"AR","BB",-5.305153,"latam","wstrn",NA,0
"AR","BD",-2.761379339,"latam","islam",NA,0
"AR","BE",-9.260012451,"latam","wstrn",NA,0
"AR","BF",-3.561336,"latam","afric",NA,0
"AR","BG",-6.9303247575,"latam","ortho",NA,0
"AR","BI",-0.1626202,"latam","afric",NA,0
"AR","BM",-5.398427,"latam","wstrn",NA,0
"AR","BN",-3.325788737,"latam","islam",NA,0
"AR","BO",-4.830612,"latam","latam","latam",1
"AR","BR",-6.654031658,"latam","latam","latam",1
"AR","BS",-3.139670255,"latam","latam","latam",1
"AR","BT",-1.813436,"latam",NA,NA,0
"AR","BW",-3.036012,"latam","afric",NA,0
"AR","BY",-5.14444468,"latam","ortho",NA,0
"AR","BZ",-1.424214,"latam",NA,NA,1
"AR","CA",-6.2379529445,"latam","wstrn",NA,0
"AR","CH",-6.6320636195,"latam","wstrn",NA,0
"AR","CI",-4.631806,"latam","afric",NA,0
"AR","CL",-6.3843882635,"latam","latam","latam",1
"AR","CM",-3.627667,"latam","afric",NA,0
"AR","CN",-9.646336167,"latam","sinic",NA,0
"AR","CO",-9.3264501705,"latam","latam","latam",1
"AR","CR",-4.467335564,"latam","latam","latam",1
"AR","CY",-7.4185480285,"latam","ortho",NA,0
"AR","CZ",-8.645581239,"latam","wstrn",NA,0
"AR","DE",-7.0980296705,"latam","wstrn",NA,0
"AR","DK",-2.836388195,"latam","wstrn",NA,0
"AR","DO",-5.071980814,"latam","latam","latam",1
"AR","DZ",-11.24013,"latam","islam",NA,0
"AR","EC",-6.0869958205,"latam","latam","latam",1
"AR","EE",-7.736854798,"latam","wstrn",NA,0
"AR","EG",-9.192126408,"latam","islam",NA,0
"AR","ES",-8.024219394,"latam","wstrn",NA,0
"AR","ET",-1.801838,"latam",NA,NA,0
"AR","FI",-6.7722116775,"latam","wstrn",NA,0
"AR","FJ",-11.24013,"latam",NA,NA,0
"AR","FR",-5.891152188,"latam","wstrn",NA,0
"AR","GA",-11.24013,"latam","afric",NA,0
"AR","GB",-6.148549728,"latam","wstrn",NA,0
"AR","GE",0.1629405,"latam","ortho",NA,0
"AR","GH",-4.917065,"latam","afric",NA,0
"AR","GM",-4.327303,"latam","islam",NA,0
"AR","GR",-7.511836518,"latam","ortho",NA,0
"AR","GT",-7.326498682,"latam","latam","latam",1
"AR","GU",-2.707842,"latam",NA,NA,0
"AR","GY",-5.868455,"latam",NA,NA,0
"AR","HK",-6.009325479,"latam","sinic",NA,0
"AR","HN",-2.432735,"latam","latam","latam",1
"AR","HR",-5.4300215095,"latam","wstrn",NA,0
"AR","HT",-11.24013,"latam",NA,NA,0
"AR","HU",-6.3884049515,"latam","wstrn",NA,0
"AR","ID",-9.9580496925,"latam","islam",NA,0
"AR","IE",-5.0789063165,"latam","wstrn",NA,0
"AR","IL",-2.860068067,"latam","wstrn",NA,0
"AR","IN",-6.499081493,"latam","hindu",NA,0
"AR","IS",-4.929693776,"latam","wstrn",NA,0
"AR","IT",-2.739384993,"latam","wstrn",NA,0
"AR","JM",-8.3415694905,"latam","wstrn",NA,0
"AR","JO",-7.7073287145,"latam","islam",NA,0
"AR","JP",-7.8364549925,"latam",NA,NA,0
"AR","KE",-8.7043681995,"latam","afric",NA,0
"AR","KH",-3.146815,"latam","buddh",NA,0
"AR","KM",-11.24013,"latam","afric",NA,0
"AR","KR",-5.344412687,"latam","sinic",NA,0
"AR","KW",-5.27540565,"latam","islam",NA,0
"AR","KY",-4.260037,"latam","afric",NA,0
"AR","KZ",-2.183361,"latam","ortho",NA,0
"AR","LA",-3.85743,"latam","buddh",NA,0
"AR","LB",-3.126907801,"latam","islam",NA,0
"AR","LC",-11.24013,"latam","latam","latam",1
"AR","LK",-4.414832295,"latam","buddh",NA,0
"AR","LR",-11.24013,"latam","afric",NA,0
"AR","LT",-1.4928480735,"latam","wstrn",NA,0
"AR","LU",-4.0186029265,"latam","wstrn",NA,0
"AR","LV",-3.7712265,"latam","wstrn",NA,0
"AR","MA",-4.6057580035,"latam","islam",NA,0
"AR","MD",-1.544308,"latam","ortho",NA,0
"AR","ME",0.7530551,"latam",NA,NA,0
"AR","MG",-3.905419,"latam","afric",NA,0
"AR","MK",-11.24013,"latam","ortho",NA,0
"AR","ML",-0.5469027,"latam","islam",NA,0
"AR","MN",-1.989217,"latam","buddh",NA,0
"AR","MO",-11.24013,"latam",NA,NA,0
"AR","MP",-4.777094,"latam",NA,NA,0
"AR","MR",-3.367376,"latam","afric",NA,0
"AR","MT",-4.0026871655,"latam","wstrn",NA,0
"AR","MU",-5.487632,"latam","afric",NA,0
"AR","MX",-4.779373284,"latam","latam","latam",1
"AR","MY",-10.556678963,"latam","islam",NA,0
"AR","MZ",-3.824103,"latam","afric",NA,0
"AR","NC",-4.998732,"latam",NA,NA,0
"AR","NG",0.588347114,"latam","afric",NA,0
"AR","NI",-5.760644,"latam","latam","latam",1
"AR","NL",-5.8912874985,"latam","wstrn",NA,0
"AR","NO",-3.050329921,"latam","wstrn",NA,0
"AR","NP",-0.661949711,"latam","hindu",NA,0
"AR","NZ",-10.5305802735,"latam","wstrn",NA,0
"AR","OM",-4.501344,"latam","islam",NA,0
"AR","PA",-8.057875835,"latam","latam","latam",1
"AR","PE",-4.0285751315,"latam","latam","latam",1
"AR","PF",-11.24013,"latam",NA,NA,0
"AR","PG",-11.24013,"latam","wstrn",NA,0
"AR","PH",-3.9269703725,"latam","wstrn",NA,0
"AR","PK",-4.23684912,"latam","islam",NA,0
"AR","PL",-7.270712702,"latam","wstrn",NA,0
"AR","PT",-7.616540972,"latam","wstrn",NA,0
"AR","PY",-11.24013,"latam","latam","latam",1
"AR","QA",-8.912418593,"latam","islam",NA,0
"AR","RU",-1.240882578,"latam","ortho",NA,0
"AR","SA",-7.0655147475,"latam","islam",NA,0
"AR","SD",-4.622416,"latam","islam",NA,0
"AR","SE",-4.5187971015,"latam","wstrn",NA,0
"AR","SG",-6.737379053,"latam","buddh",NA,0
"AR","SI",-4.9673317965,"latam","wstrn",NA,0
"AR","SK",-6.745105629,"latam","wstrn",NA,0
"AR","SN",-11.24013,"latam","islam",NA,0
"AR","SR",-2.425033,"latam",NA,NA,0
"AR","SV",-1.929447112,"latam","latam","latam",1
"AR","TH",-0.8484825775,"latam","buddh",NA,0
"AR","TN",-4.860529,"latam","islam",NA,0
"AR","TR",-2.4522636995,"latam","islam",NA,0
"AR","TT",-3.7257982485,"latam","wstrn",NA,0
"AR","TZ",-2.851832,"latam","afric",NA,0
"AR","UA",-6.687150757,"latam","ortho",NA,0
"AR","UG",1.754356,"latam","afric",NA,0
"AR","US",-4.923119586,"latam","wstrn",NA,0
"AR","UY",-4.8761436615,"latam","latam","latam",1
"AR","UZ",-0.7846825,"latam","islam",NA,0
"AR","VC",-3.680448,"latam","latam","latam",1
"AR","VE",-2.055294434,"latam","latam","latam",1
"AR","VI",-4.590744,"latam",NA,NA,0
"AR","VN",-9.286925312,"latam","sinic",NA,0
"AR","YE",-11.24013,"latam","islam",NA,0
"AR","ZA",-8.0977154575,"latam","afric",NA,0
"AR","ZM",-4.810624,"latam","afric",NA,0
"AR","ZW",0.2058654,"latam","afric",NA,0
"AS","AT",-3.332911,NA,"wstrn",NA,0
"AS","AU",-2.751844,NA,"wstrn",NA,0
"AS","AW",-11.24013,NA,NA,NA,1
"AS","AZ",-1.049805,NA,"islam",NA,0
"AS","BA",1.400953,NA,"ortho",NA,0
"AS","BB",-4.513071,NA,"wstrn",NA,0
"AS","BD",-11.24013,NA,"islam",NA,0
"AS","BE",-2.098376,NA,"wstrn",NA,0
"AS","BF",-11.24013,NA,"afric",NA,0
"AS","BG",-11.24013,NA,"ortho",NA,0
"AS","BI",-0.6783073,NA,"afric",NA,0
"AS","BM",-3.913197,NA,"wstrn",NA,0
"AS","BN",-0.4284374,NA,"islam",NA,0
"AS","BO",-0.9474873,NA,"latam",NA,0
"AS","BR",-11.24013,NA,"latam",NA,0
"AS","BS",-2.89936,NA,"latam",NA,0
"AS","BT",-2.703112,NA,NA,NA,0
"AS","BW",-1.813146,NA,"afric",NA,0
"AS","BY",-11.24013,NA,"ortho",NA,0
"AS","BZ",-2.902968,NA,NA,NA,0
"AS","CA",-11.24013,NA,"wstrn",NA,0
"AS","CH",-11.24013,NA,"wstrn",NA,0
"AS","CI",-1.259507,NA,"afric",NA,0
"AS","CL",-11.24013,NA,"latam",NA,0
"AS","CM",-11.24013,NA,"afric",NA,0
"AS","CN",-11.24013,NA,"sinic",NA,0
"AS","CO",-5.91169,NA,"latam",NA,0
"AS","CR",-11.24013,NA,"latam",NA,0
"AS","CY",-11.24013,NA,"ortho",NA,0
"AS","CZ",3.149263,NA,"wstrn",NA,0
"AS","DE",-0.8623458,NA,"wstrn",NA,0
"AS","DK",0.8657883,NA,"wstrn",NA,0
"AS","DO",-11.24013,NA,"latam",NA,0
"AS","DZ",-1.922959,NA,"islam",NA,0
"AS","EC",-2.804233,NA,"latam",NA,0
"AS","EE",-1.380952,NA,"wstrn",NA,0
"AS","EG",-3.147685,NA,"islam",NA,0
"AS","ES",0.9340555,NA,"wstrn",NA,0
"AS","ET",-2.5679,NA,NA,NA,1
"AS","FI",-2.398959,NA,"wstrn",NA,0
"AS","FJ",0.3516555,NA,NA,NA,1
"AS","FR",-0.7598101,NA,"wstrn",NA,0
"AS","GA",-11.24013,NA,"afric",NA,0
"AS","GB",-7.346935,NA,"wstrn",NA,0
"AS","GE",-2.359163,NA,"ortho",NA,0
"AS","GH",-0.5050958,NA,"afric",NA,0
"AS","GM",0.5183017,NA,"islam",NA,0
"AS","GR",-0.9690777,NA,"ortho",NA,0
"AS","GT",-1.578699,NA,"latam",NA,0
"AS","GU",-0.04395707,NA,NA,NA,1
"AS","GY",-1.387493,NA,NA,NA,1
"AS","HK",-11.24013,NA,"sinic",NA,0
"AS","HN",-11.24013,NA,"latam",NA,0
"AS","HR",-3.159396,NA,"wstrn",NA,0
"AS","HT",-0.8085018,NA,NA,NA,1
"AS","HU",-11.24013,NA,"wstrn",NA,0
"AS","ID",-2.792159,NA,"islam",NA,0
"AS","IE",-11.24013,NA,"wstrn",NA,0
"AS","IL",-1.607251,NA,"wstrn",NA,0
"AS","IN",-11.24013,NA,"hindu",NA,0
"AS","IT",-11.24013,NA,"wstrn",NA,0
"AS","JM",2.042826,NA,"wstrn",NA,0
"AS","JO",-0.7041753,NA,"islam",NA,0
"AS","JP",-2.092953,NA,NA,NA,1
"AS","KE",-11.24013,NA,"afric",NA,0
"AS","KH",-2.577876,NA,"buddh",NA,0
"AS","KM",-11.24013,NA,"afric",NA,0
"AS","KR",-11.24013,NA,"sinic",NA,0
"AS","KW",0.08475468,NA,"islam",NA,0
"AS","KY",-11.24013,NA,"afric",NA,0
"AS","KZ",-3.237105,NA,"ortho",NA,0
"AS","LA",-11.24013,NA,"buddh",NA,0
"AS","LB",2.016712,NA,"islam",NA,0
"AS","LC",-11.24013,NA,"latam",NA,0
"AS","LK",-2.587227,NA,"buddh",NA,0
"AS","LR",-11.24013,NA,"afric",NA,0
"AS","LT",-2.758013,NA,"wstrn",NA,0
"AS","LU",-2.18666,NA,"wstrn",NA,0
"AS","LV",0.5890057,NA,"wstrn",NA,0
"AS","MA",-11.24013,NA,"islam",NA,0
"AS","MD",1.858876,NA,"ortho",NA,0
"AS","ME",-11.24013,NA,NA,NA,0
"AS","MG",-2.420189,NA,"afric",NA,0
"AS","MK",2.260674,NA,"ortho",NA,0
"AS","ML",-11.24013,NA,"islam",NA,0
"AS","MN",-2.806572,NA,"buddh",NA,0
"AS","MO",0.4832912,NA,NA,NA,0
"AS","MP",-0.4014929,NA,NA,NA,1
"AS","MR",-11.24013,NA,"afric",NA,0
"AS","MT",-3.361306,NA,"wstrn",NA,0
"AS","MU",2.694632,NA,"afric",NA,0
"AS","MX",-11.24013,NA,"latam",NA,0
"AS","MY",-11.24013,NA,"islam",NA,0
"AS","MZ",-3.437485,NA,"afric",NA,0
"AS","NC",-11.24013,NA,NA,NA,1
"AS","NG",-1.338456,NA,"afric",NA,0
"AS","NI",-0.2149717,NA,"latam",NA,0
"AS","NL",-3.578744,NA,"wstrn",NA,0
"AS","NO",-11.24013,NA,"wstrn",NA,0
"AS","NP",-3.085822,NA,"hindu",NA,0
"AS","NZ",-4.832192,NA,"wstrn",NA,0
"AS","OM",-1.917502,NA,"islam",NA,0
"AS","PA",-11.24013,NA,"latam",NA,0
"AS","PE",-4.852829,NA,"latam",NA,0
"AS","PF",-11.24013,NA,NA,NA,1
"AS","PG",-2.629086,NA,"wstrn",NA,0
"AS","PH",-4.407214,NA,"wstrn",NA,0
"AS","PK",-11.24013,NA,"islam",NA,0
"AS","PL",-6.276206,NA,"wstrn",NA,0
"AS","PT",0.5812527,NA,"wstrn",NA,0
"AS","PY",-11.24013,NA,"latam",NA,0
"AS","QA",-2.3285,NA,"islam",NA,0
"AS","RU",-11.24013,NA,"ortho",NA,0
"AS","SA",2.73329,NA,"islam",NA,0
"AS","SD",1.042316,NA,"islam",NA,0
"AS","SE",0.1003918,NA,"wstrn",NA,0
"AS","SG",-2.783113,NA,"buddh",NA,0
"AS","SI",0.8376912,NA,"wstrn",NA,0
"AS","SK",-11.24013,NA,"wstrn",NA,0
"AS","SN",-11.24013,NA,"islam",NA,0
"AS","SR",-11.24013,NA,NA,NA,0
"AS","SV",-3.219779,NA,"latam",NA,0
"AS","TH",-0.6595053,NA,"buddh",NA,0
"AS","TN",-0.6027103,NA,"islam",NA,0
"AS","TR",-11.24013,NA,"islam",NA,0
"AS","TT",-11.24013,NA,"wstrn",NA,0
"AS","TZ",1.172372,NA,"afric",NA,0
"AS","UA",-11.24013,NA,"ortho",NA,0
"AS","UG",-1.123513,NA,"afric",NA,0
"AS","US",-2.613833,NA,"wstrn",NA,0
"AS","UY",1.121281,NA,"latam",NA,0
"AS","UZ",-11.24013,NA,"islam",NA,0
"AS","VC",-11.24013,NA,"latam",NA,0
"AS","VE",-11.24013,NA,"latam",NA,0
"AS","VI",2.870836,NA,NA,NA,1
"AS","VN",-11.24013,NA,"sinic",NA,0
"AS","YE",-1.411514,NA,"islam",NA,0
"AS","ZA",0.5885108,NA,"afric",NA,0
"AS","ZM",-11.24013,NA,"afric",NA,0
"AS","ZW",1.910724,NA,"afric",NA,0
"AT","AU",-5.1253550255,"wstrn","wstrn","wstrn",1
"AT","AW",-5.633795,"wstrn",NA,NA,0
"AT","AZ",2.513558,"wstrn","islam",NA,0
"AT","BA",-2.06125,"wstrn","ortho",NA,0
"AT","BB",-1.550945,"wstrn","wstrn","wstrn",1
"AT","BD",-6.465369942,"wstrn","islam",NA,0
"AT","BE",-3.2724489555,"wstrn","wstrn","wstrn",1
"AT","BF",-3.942294,"wstrn","afric",NA,0
"AT","BG",-0.0788495789999999,"wstrn","ortho",NA,0
"AT","BI",-11.24013,"wstrn","afric",NA,0
"AT","BM",-11.24013,"wstrn","wstrn","wstrn",1
"AT","BN",-4.3874105435,"wstrn","islam",NA,0
"AT","BO",-11.24013,"wstrn","latam",NA,0
"AT","BR",-5.918913268,"wstrn","latam",NA,0
"AT","BS",-3.3708310595,"wstrn","latam",NA,0
"AT","BT",0.3900423,"wstrn",NA,NA,0
"AT","BW",-11.24013,"wstrn","afric",NA,0
"AT","BY",-9.1792859055,"wstrn","ortho",NA,0
"AT","BZ",-4.546012,"wstrn",NA,NA,0
"AT","CA",-3.2843366985,"wstrn","wstrn","wstrn",1
"AT","CH",-4.5187124025,"wstrn","wstrn","wstrn",1
"AT","CI",-3.140962,"wstrn","afric",NA,0
"AT","CL",-8.369647639,"wstrn","latam",NA,0
"AT","CM",-5.343626,"wstrn","afric",NA,0
"AT","CN",-5.748300609,"wstrn","sinic",NA,0
"AT","CO",-7.4359914255,"wstrn","latam",NA,0
"AT","CR",-7.84391109,"wstrn","latam",NA,0
"AT","CY",-4.8811886775,"wstrn","ortho",NA,0
"AT","CZ",-3.0142318455,"wstrn","wstrn","wstrn",1
"AT","DE",-8.7554371705,"wstrn","wstrn","wstrn",1
"AT","DK",-3.056434559,"wstrn","wstrn","wstrn",1
"AT","DO",-7.009216264,"wstrn","latam",NA,0
"AT","DZ",1.187587,"wstrn","islam",NA,0
"AT","EC",-4.0003547735,"wstrn","latam",NA,0
"AT","EE",-9.118612433,"wstrn","wstrn","wstrn",1
"AT","EG",2.4433438115,"wstrn","islam",NA,0
"AT","ES",-7.80895388,"wstrn","wstrn","wstrn",1
"AT","ET",1.603186,"wstrn",NA,NA,0
"AT","FI",-8.302646517,"wstrn","wstrn","wstrn",1
"AT","FJ",-11.24013,"wstrn",NA,NA,0
"AT","FR",-2.66253578,"wstrn","wstrn","wstrn",1
"AT","GA",-2.78374,"wstrn","afric",NA,0
"AT","GB",-5.5521413945,"wstrn","wstrn","wstrn",1
"AT","GE",-0.8241532,"wstrn","ortho",NA,0
"AT","GH",-0.9159962,"wstrn","afric",NA,0
"AT","GM",-11.24013,"wstrn","islam",NA,0
"AT","GR",-2.1280130645,"wstrn","ortho",NA,0
"AT","GT",-7.4072675735,"wstrn","latam",NA,0
"AT","GU",-11.24013,"wstrn",NA,NA,0
"AT","GY",-2.242079,"wstrn",NA,NA,0
"AT","HK",-5.8571283345,"wstrn","sinic",NA,0
"AT","HN",-0.9929455,"wstrn","latam",NA,0
"AT","HR",-7.239738567,"wstrn","wstrn","wstrn",1
"AT","HT",-1.640616,"wstrn",NA,NA,0
"AT","HU",-2.667794315,"wstrn","wstrn","wstrn",1
"AT","ID",-6.6570335095,"wstrn","islam",NA,0
"AT","IE",-3.4097070735,"wstrn","wstrn","wstrn",1
"AT","IL",-10.07467336,"wstrn","wstrn","wstrn",1
"AT","IN",-3.71314964,"wstrn","hindu",NA,0
"AT","IS",-5.398992202,"wstrn","wstrn","wstrn",1
"AT","IT",-8.1106395795,"wstrn","wstrn","wstrn",1
"AT","JM",-3.27648357,"wstrn","wstrn","wstrn",1
"AT","JO",-5.948767628,"wstrn","islam",NA,0
"AT","JP",-9.8651731485,"wstrn",NA,NA,0
"AT","KE",0.982699941,"wstrn","afric",NA,0
"AT","KH",-1.581863,"wstrn","buddh",NA,0
"AT","KM",0.03601194,"wstrn","afric",NA,0
"AT","KR",1.257150378,"wstrn","sinic",NA,0
"AT","KW",-1.594338863,"wstrn","islam",NA,0
"AT","KY",-11.24013,"wstrn","afric",NA,0
"AT","KZ",-11.24013,"wstrn","ortho",NA,0
"AT","LA",1.034611,"wstrn","buddh",NA,0
"AT","LB",-3.657090898,"wstrn","islam",NA,0
"AT","LC",-11.24013,"wstrn","latam",NA,0
"AT","LK",-7.046577907,"wstrn","buddh",NA,0
"AT","LR",-2.801068,"wstrn","afric",NA,0
"AT","LT",-1.862101948,"wstrn","wstrn","wstrn",1
"AT","LU",-0.846224232,"wstrn","wstrn","wstrn",1
"AT","LV",-8.4699406705,"wstrn","wstrn","wstrn",1
"AT","MA",-6.553147436,"wstrn","islam",NA,0
"AT","MD",-0.8035312,"wstrn","ortho",NA,0
"AT","ME",-11.24013,"wstrn",NA,NA,0
"AT","MG",-0.4797142,"wstrn","afric",NA,0
"AT","MK",-1.563594,"wstrn","ortho",NA,0
"AT","ML",-3.402717,"wstrn","islam",NA,0
"AT","MN",-1.677028,"wstrn","buddh",NA,0
"AT","MO",-4.204275,"wstrn",NA,NA,0
"AT","MP",-0.3705606,"wstrn",NA,NA,0
"AT","MR",-0.0805074,"wstrn","afric",NA,0
"AT","MT",-4.2353926125,"wstrn","wstrn","wstrn",1
"AT","MU",-11.24013,"wstrn","afric",NA,0
"AT","MX",-3.874260787,"wstrn","latam",NA,0
"AT","MY",-5.9327176715,"wstrn","islam",NA,0
"AT","MZ",-0.7238207,"wstrn","afric",NA,0
"AT","NC",-0.6347577,"wstrn",NA,NA,0
"AT","NG",-3.799057928,"wstrn","afric",NA,0
"AT","NI",-11.24013,"wstrn","latam",NA,0
"AT","NL",-1.5636893735,"wstrn","wstrn","wstrn",1
"AT","NO",-3.35575109,"wstrn","wstrn","wstrn",1
"AT","NP",-3.488804037,"wstrn","hindu",NA,0
"AT","NZ",-4.1996636,"wstrn","wstrn","wstrn",1
"AT","OM",-3.966012,"wstrn","islam",NA,0
"AT","PA",-2.8441029065,"wstrn","latam",NA,0
"AT","PE",-5.226323861,"wstrn","latam",NA,0
"AT","PF",2.385887,"wstrn",NA,NA,0
"AT","PG",-0.870933,"wstrn","wstrn","wstrn",1
"AT","PH",-6.859445012,"wstrn","wstrn","wstrn",1
"AT","PK",-5.7596627915,"wstrn","islam",NA,0
"AT","PL",-6.711147515,"wstrn","wstrn","wstrn",1
"AT","PT",-6.1721578935,"wstrn","wstrn","wstrn",1
"AT","PY",-1.915882,"wstrn","latam",NA,0
"AT","QA",-7.4200840975,"wstrn","islam",NA,0
"AT","RU",-5.9979281215,"wstrn","ortho",NA,0
"AT","SA",-0.1866889405,"wstrn","islam",NA,0
"AT","SD",-2.007642,"wstrn","islam",NA,0
"AT","SE",-4.112009309,"wstrn","wstrn","wstrn",1
"AT","SG",-12.3993476705,"wstrn","buddh",NA,0
"AT","SI",-3.1669504475,"wstrn","wstrn","wstrn",1
"AT","SK",-8.603383401,"wstrn","wstrn","wstrn",1
"AT","SN",0.2456359,"wstrn","islam",NA,0
"AT","SR",-3.708859,"wstrn",NA,NA,0
"AT","SV",-8.2903471055,"wstrn","latam",NA,0
"AT","TH",-3.4405864305,"wstrn","buddh",NA,0
"AT","TN",-11.24013,"wstrn","islam",NA,0
"AT","TR",-7.893453196,"wstrn","islam",NA,0
"AT","TT",-9.527290981,"wstrn","wstrn","wstrn",1
"AT","TZ",-11.24013,"wstrn","afric",NA,0
"AT","UA",-2.618457231,"wstrn","ortho",NA,0
"AT","UG",1.564176,"wstrn","afric",NA,0
"AT","US",-12.3993476705,"wstrn","wstrn","wstrn",1
"AT","UY",-5.799130764,"wstrn","latam",NA,0
"AT","UZ",-1.817966,"wstrn","islam",NA,0
"AT","VC",-4.754553,"wstrn","latam",NA,0
"AT","VE",-4.385016832,"wstrn","latam",NA,0
"AT","VI",-3.362264,"wstrn",NA,NA,0
"AT","VN",-4.7869568185,"wstrn","sinic",NA,0
"AT","YE",-3.970849,"wstrn","islam",NA,0
"AT","ZA",-9.4659221275,"wstrn","afric",NA,0
"AT","ZM",-5.597047,"wstrn","afric",NA,0
"AT","ZW",-2.203241,"wstrn","afric",NA,0
"AU","AW",-11.24013,"wstrn",NA,NA,0
"AU","AZ",-5.982984,"wstrn","islam",NA,0
"AU","BA",-3.677408,"wstrn","ortho",NA,0
"AU","BB",-5.287366,"wstrn","wstrn","wstrn",1
"AU","BD",-5.869203056,"wstrn","islam",NA,0
"AU","BE",0.5556396485,"wstrn","wstrn","wstrn",1
"AU","BF",-11.24013,"wstrn","afric",NA,0
"AU","BG",-2.1727562695,"wstrn","ortho",NA,0
"AU","BI",0.1484671,"wstrn","afric",NA,0
"AU","BM",-5.38064,"wstrn","wstrn","wstrn",1
"AU","BN",-5.17580663,"wstrn","islam",NA,0
"AU","BO",-3.426531,"wstrn","latam",NA,0
"AU","BR",-4.339539639,"wstrn","latam",NA,0
"AU","BS",-0.5023969125,"wstrn","latam",NA,0
"AU","BT",1.060554,"wstrn",NA,NA,0
"AU","BW",-2.944117,"wstrn","afric",NA,0
"AU","BY",-1.380610712,"wstrn","ortho",NA,0
"AU","BZ",-5.756705,"wstrn",NA,NA,0
"AU","CA",-7.807589175,"wstrn","wstrn","wstrn",1
"AU","CH",-7.6616858115,"wstrn","wstrn","wstrn",1
"AU","CI",-2.757721,"wstrn","afric",NA,0
"AU","CL",-6.8322201625,"wstrn","latam",NA,0
"AU","CM",-5.861171,"wstrn","afric",NA,0
"AU","CN",-5.3851546015,"wstrn","sinic",NA,0
"AU","CO",-3.259854721,"wstrn","latam",NA,0
"AU","CR",-2.9716998965,"wstrn","latam",NA,0
"AU","CY",-6.5179627675,"wstrn","ortho",NA,0
"AU","CZ",-0.0825352175,"wstrn","wstrn","wstrn",1
"AU","DE",-9.3607836705,"wstrn","wstrn","wstrn",1
"AU","DK",-3.031590767,"wstrn","wstrn","wstrn",1
"AU","DO",-8.369700877,"wstrn","latam",NA,0
"AU","DZ",-4.083549,"wstrn","islam",NA,0
"AU","EC",-4.879142783,"wstrn","latam",NA,0
"AU","EE",-1.3386579925,"wstrn","wstrn","wstrn",1
"AU","EG",-2.8353340025,"wstrn","islam",NA,0
"AU","ES",-6.5788565185,"wstrn","wstrn","wstrn",1
"AU","ET",-11.24013,"wstrn",NA,NA,0
"AU","FI",-5.372862506,"wstrn","wstrn","wstrn",1
"AU","FJ",0.452829,"wstrn",NA,NA,0
"AU","FR",-4.6356440605,"wstrn","wstrn","wstrn",1
"AU","GA",-2.202673,"wstrn","afric",NA,0
"AU","GB",-4.481441794,"wstrn","wstrn","wstrn",1
"AU","GE",-0.5685089,"wstrn","ortho",NA,0
